,0
3207,POTEM
3208,POTEG
3209,OR4M1
3210,OR4N2
3211,OR4N5
3212,TTC5
3213,TEP1
3214,KLHL33
3215,RNASE12
3216,RP11-14J7.6
3217,NDRG2
3218,ARHGEF40
3219,CHD8
3220,METTL3
3221,SALL2
3222,LRP10
3223,REM2
3224,C14orf93
3225,PSMB11
3226,CDH24
3227,LOC100128908
3228,CEBPE
3229,SLC7A8
3230,SLC22A17
3231,CMTM5
3232,MYH6
3233,MYH7
3234,ZFHX2
3235,AP1G2
3236,DHRS4-AS1
3237,DHRS4
3238,DHRS4L2
3239,DHRS4L1
3240,LRRC16B
3241,CPNE6
3242,NRL
3243,DCAF11
3244,IPO4
3245,TSSK4
3246,MDP1
3247,TGM1
3248,NOP9
3249,ADCY4
3250,NFATC4
3251,NYNRIN
3252,KHNYN
3253,SCFD1
3254,COCH
3255,AP4S1
3256,HEATR5A
3257,ARHGAP5
3258,BAZ1A
3259,FAM177A1
3260,KIAA0391
3261,BRMS1L
3262,NKX2-1
3263,SLC25A21
3264,FOXA1
3265,FSCB
3266,FAM179B
3267,DNAAF2
3268,KLHDC2
3269,NEMF
3270,L2HGDH
3271,MAP4K5
3272,ATL1
3273,PYGL
3274,ERO1L
3275,SAMD4A
3276,FBXO34
3277,KTN1
3278,AP5M1
3279,C14orf37
3280,ARID4A
3281,KIAA0586
3282,DAAM1
3283,JKAMP
3284,SIX4
3285,SLC38A6
3286,KCNH5
3287,SYNE2
3288,ZBTB1
3289,SPTB
3290,GPX2
3291,MAX
3292,LINC00238
3293,PLEK2
3294,PLEKHH1
3295,RDH11
3296,ZFYVE26
3297,RAD51B
3298,ZFP36L1
3299,DCAF5
3300,ERH
3301,SLC8A3
3302,RGS6
3303,DCAF4
3304,RBM25
3305,PAPLN
3306,NUMB
3307,HEATR4
3308,ACOT1
3309,ACOT2
3310,DNAL1
3311,PNMA1
3312,ELMSAN1
3313,VSX2
3314,ABCD4
3315,LTBP2
3316,RPS6KL1
3317,JDP2
3318,TTLL5
3319,ESRRB
3320,VASH1
3321,IRF2BPL
3322,NGB
3323,POMT2
3324,GSTZ1
3325,SAMD15
3326,NOXRED1
3327,VIPAS39
3328,AHSA1
3329,CEP128
3330,TSHR
3331,KCNK10
3332,EFCAB11
3333,KCNK13
3334,CALM1
3335,C14orf159
3336,CCDC88C
3337,FBLN5
3338,SLC24A4
3339,RIN3
3340,LGMN
3341,ITPK1
3342,UNC79
3343,FAM181A
3344,LINC00521
3345,DDX24
3346,IFI27L1
3347,SERPINA6
3348,SYNE3
3349,GLRX5
3350,ATG2B
3351,AK7
3352,BCL11B
3353,HHIPL1
3354,EVL
3355,BEGAIN
3356,PPP2R5C
3357,DYNC1H1
3358,MOK
3359,TRAF3
3360,CDC42BPB
3361,TNFAIP2
3362,PPP1R13B
3363,KIF26A
3364,CEP170B
3365,PLD4
3366,AHNAK2
3367,C14orf79
3368,JAG2
3369,MTA1
3370,CRIP2
3371,ELK2AP
3372,GOLGA8CP
3373,RP11-69H14.6
3374,OR4M2
3375,OR4N3P
3376,GOLGA8EP
3377,GOLGA8I
3378,GOLGA8DP
3379,NDN
3380,ATP10A
3381,GABRG3
3382,OCA2
3383,HERC2
3384,GOLGA8F
3385,GOLGA8M
3386,TJP1
3387,GOLGA8T
3388,HERC2P10
3389,FAN1
3390,OTUD7A
3391,SCG5
3392,GREM1
3393,FMN1
3394,RYR3
3395,SLC12A6
3396,LPCAT4
3397,ACTC1
3398,SRP14-AS1
3399,PLCB2
3400,DISP2
3401,KNSTRN
3402,IVD
3403,BAHD1
3404,C15orf57
3405,CASC5
3406,RAD51
3407,RMDN3
3408,C15orf62
3409,DNAJC17
3410,LTK
3411,RPAP1
3412,MGA
3413,MAPKBP1
3414,SPTBN5
3415,EHD4
3416,PLA2G4E
3417,PLA2G4F
3418,TMEM87A
3419,CAPN3
3420,STARD9
3421,CDAN1
3422,UBR1
3423,CCNDBP1
3424,EPB42
3425,TGM7
3426,ZSCAN29
3427,MAP1A
3428,PPIP5K1
3429,STRC
3430,ELL3
3431,SERINC4
3432,MFAP1
3433,FRMD5
3434,CASC4
3435,SPG11
3436,PATL2
3437,B2M
3438,TRIM69
3439,DUOX2
3440,DUOXA1
3441,DUOXA2
3442,DUOX1
3443,SLC28A2
3444,LOC101928414
3445,SEMA6D
3446,GALK2
3447,AP4E1
3448,DMXL2
3449,TMOD2
3450,ONECUT1
3451,UNC13C
3452,RAB27A
3453,PRTG
3454,ZNF280D
3455,CGNL1
3456,SLTM
3457,MYO1E
3458,ANXA2
3459,RORA
3460,TPM1
3461,RPS27L
3462,USP3
3463,HERC1
3464,DAPK2
3465,SNX22
3466,CSNK1G1
3467,ZNF609
3468,PIF1
3469,RASL12
3470,CILP
3471,IGDCC4
3472,VWA9
3473,SLC24A1
3474,DIS3L
3475,MAP2K1
3476,SMAD6
3477,PIAS1
3478,CORO2B
3479,KIF23
3480,MYO9A
3481,GRAMD2
3482,PARP6
3483,CELF6
3484,HEXA
3485,TMEM202
3486,BBS4
3487,NEO1
3488,NPTN
3489,LOXL1
3490,PML
3491,STRA6
3492,CCDC33
3493,SEMA7A
3494,UBL7
3495,ARID3B
3496,CLK3
3497,EDC3
3498,CYP1A1
3499,CSK
3500,LMAN1L
3501,SCAMP2
3502,MPI
3503,SCAMP5
3504,PPCDC
3505,C15orf39
3506,MAN2C1
3507,CSPG4
3508,ODF3L1
3509,ISL2
3510,SCAPER
3511,LOC645752
3512,SH2D7
3513,WDR61
3514,IREB2
3515,ADAMTS7
3516,CTSH
3517,RASGRF1
3518,ZFAND6
3519,IL16
3520,GOLGA6L10
3521,RPS17
3522,CPEB1
3523,ADAMTSL3
3524,GOLGA6L4
3525,WDR73
3526,ZNF592
3527,ALPK3
3528,SLC28A1
3529,KLHL25
3530,ISG20
3531,ACAN
3532,MFGE8
3533,FANCI
3534,POLG
3535,TICRR
3536,KIF7
3537,ANPEP
3538,SEMA4B
3539,CIB1
3540,GABARAPL3
3541,IQGAP1
3542,BLM
3543,FES
3544,MAN2A2
3545,UNC45A
3546,RCCD1
3547,VPS33B
3548,C15orf32
3549,CHD2
3550,MCTP2
3551,IGF1R
3552,ADAMTS17
3553,CHSY1
3554,TARSL2
3555,RHBDF1
3556,ITFG3
3557,AXIN1
3558,NME4
3559,RAB11FIP3
3560,CAPN15
3561,WFIKKN1
3562,WDR90
3563,RHBDL1
3564,WDR24
3565,CCDC78
3566,MSLN
3567,CHTF18
3568,PRR25
3569,C1QTNF8
3570,CACNA1H
3571,BAIAP3
3572,TSR3
3573,CLCN7
3574,PTX4
3575,TELO2
3576,IFT140
3577,CRAMP1L
3578,MAPK8IP3
3579,MRPS34
3580,MEIOB
3581,ZNF598
3582,SLC9A3R2
3583,TSC2
3584,PKD1
3585,TRAF7
3586,MLST8
3587,E4F1
3588,CCNF
3589,C16orf59
3590,NTN3
3591,ATP6V0C
3592,AMDHD2
3593,SRRM2
3594,PRSS33
3595,IL32
3596,ZNF213
3597,CASP16
3598,MEFV
3599,NLRC3
3600,CREBBP
3601,ADCY9
3602,CDIP1
3603,MGRN1
3604,ZNF500
3605,GLYR1
3606,FAM86A
3607,RBFOX1
3608,TMEM114
3609,ABAT
3610,PMM2
3611,CARHSP1
3612,GRIN2A
3613,TEKT5
3614,TVP23A
3615,CIITA
3616,SOCS1
3617,PRM3
3618,RMI2
3619,SNN
3620,CPPED1
3621,PARN
3622,NOMO1
3623,PDXDC1
3624,NTAN1
3625,MYH11
3626,ABCC6
3627,NOMO3
3628,LOC102723692
3629,XYLT1
3630,LOC102723728
3631,NOMO2
3632,C16orf62
3633,GP2
3634,PDILT
3635,ACSM5
3636,ACSM2A
3637,ACSM1
3638,ERI2
3639,LOC81691
3640,DCUN1D3
3641,LYRM1
3642,DNAH3
3643,TMEM159
3644,ZP2
3645,NPIPB3
3646,OTOA
3647,VWA3A
3648,EEF2K
3649,SCNN1G
3650,SCNN1B
3651,COG7
3652,GGA2
3653,UBFD1
3654,ERN2
3655,CHP2
3656,TNRC6A
3657,SLC5A11
3658,ARHGAP17
3659,C16orf82
3660,KDM8
3661,IL21R-AS1
3662,IL21R
3663,GTF3C1
3664,XPO6
3665,NPIPB6
3666,APOBR
3667,CCDC101
3668,SULT1A2
3669,NPIPB8
3670,EIF3C
3671,NPIPB9
3672,ATXN2L
3673,ATP2A1
3674,RABEP2
3675,CD19
3676,MIR4517
3677,LAT
3678,SLX1B
3679,LOC388242
3680,C16orf54
3681,PAGR1
3682,CDIPT
3683,SEZ6L2
3684,TMEM219
3685,TAOK2
3686,ALDOA
3687,PPP4C
3688,TBX6
3689,YPEL3
3690,TBC1D10B
3691,SEPT1
3692,DCTPP1
3693,ZNF688
3694,ZNF689
3695,PRR14
3696,FBRS
3697,SRCAP
3698,PHKG2
3699,C16orf93
3700,RP11-1072A3.2
3701,BCL7C
3702,HSD3B7
3703,ZNF668
3704,ZNF646
3705,KAT8
3706,PRSS8
3707,PRSS36
3708,FUS
3709,ITGAM
3710,ITGAD
3711,SLC5A2
3712,C16orf58
3713,HERC2P4
3714,SHCBP1
3715,PHKB
3716,ABCC11
3717,LONP2
3718,ZNF423
3719,ADCY7
3720,NOD2
3721,SALL1
3722,RBL2
3723,AKTIP
3724,RPGRIP1L
3725,MMP2
3726,LPCAT2
3727,SLC6A2
3728,CES1
3729,CES5A
3730,GNAO1
3731,SLC12A3
3732,CETP
3733,NLRC5
3734,FAM192A
3735,PLLP
3736,CX3CL1
3737,POLR2C
3738,GPR114
3739,GPR56
3740,GPR97
3741,CCDC135
3742,KIFC3
3743,CNGB1
3744,TEPP
3745,MMP15
3746,NDRG4
3747,SETD6
3748,CNOT1
3749,DYNC1LI2
3750,PDP2
3751,CDH16
3752,CES3
3753,C16orf70
3754,NOL3
3755,KIAA0895L
3756,EXOC3L1
3757,ELMO3
3758,LRRC29
3759,FHOD1
3760,PLEKHG4
3761,KCTD19
3762,ZDHHC1
3763,ATP6V0D1
3764,RLTPR
3765,ENKD1
3766,RANBP10
3767,TSNAXIP1
3768,NUTF2
3769,EDC4
3770,NRN1L
3771,DPEP3
3772,NFATC3
3773,PLA2G15
3774,CDH3
3775,CDH1
3776,AARS
3777,DDX19B
3778,DDX19A
3779,FUK
3780,COG4
3781,SF3B3
3782,IL34
3783,VAC14
3784,HYDIN
3785,CALB2
3786,ZNF23
3787,ZNF19
3788,PHLPP2
3789,ATXN1L
3790,IST1
3791,TXNL4B
3792,PMFBP1
3793,NPIPB15
3794,CLEC18B
3795,MLKL
3796,WDR59
3797,CTRB1
3798,BCAR1
3799,CHST6
3800,CHST5
3801,GABARAPL2
3802,ADAMTS18
3803,NUDT7
3804,MAF
3805,ATMIN
3806,C16orf46
3807,PKD1L2
3808,PLCG2
3809,SDR42E1
3810,CDH13
3811,OSGIN1
3812,KCNG4
3813,TLDC1
3814,GSE1
3815,GINS2
3816,EMC8
3817,MTHFSD
3818,FOXL1
3819,ZNF469
3820,ZFPM1
3821,ZC3H18
3822,IL17C
3823,PIEZO1
3824,CDT1
3825,GALNS
3826,PABPN1L
3827,SLC22A31
3828,SPG7
3829,CPNE7
3830,SPATA2L
3831,VPS9D1
3832,SPIRE2
3833,TCF25
3834,DEF8
3835,DBNDD1
3836,PRDM7
3837,LOC101927999
3838,DOC2B
3839,C17orf97
3840,NXN
3841,TIMM22
3842,ABR
3843,MYO1C
3844,INPP5K
3845,SLC43A2
3846,SCARF1
3847,PRPF8
3848,HIC1
3849,SMG6
3850,TSR1
3851,CLUH
3852,LOC101928991
3853,RAP1GAP2
3854,TRPV3
3855,TRPV1
3856,CTNS
3857,GSG2
3858,ITGAE
3859,CAMKK1
3860,P2RX1
3861,ZZEF1
3862,PELP1
3863,ZMYND15
3864,SLC25A11
3865,RNF167
3866,ENO3
3867,RP5-1050D4.5
3868,INCA1
3869,KIF1C
3870,SLC52A1
3871,ZNF232
3872,USP6
3873,RPAIN
3874,NLRP1
3875,PITPNM3
3876,ALOX15P1
3877,ALOX12
3878,C17orf49
3879,MIR497HG
3880,DLG4
3881,PHF23
3882,GABARAP
3883,ELP5
3884,SLC2A4
3885,GPS2
3886,ACAP1
3887,TNK1
3888,POLR2A
3889,SHBG
3890,TP53
3891,DNAH2
3892,KDM6B
3893,NAA38
3894,CYB5D1
3895,CHD3
3896,KCNAB3
3897,CNTROB
3898,ALOX12B
3899,PER1
3900,AURKB
3901,CTC1
3902,PFAS
3903,ARHGEF15
3904,MYH10
3905,STX8
3906,WDR16
3907,GAS7
3908,MYH13
3909,MYH8
3910,MYH4
3911,MYH1
3912,MYH2
3913,MYH3
3914,SHISA6
3915,DNAH9
3916,COX10
3917,TVP23C
3918,TTC19
3919,NCOR1
3920,PIGL
3921,TRPV2
3922,CCDC144A
3923,KRT16P2
3924,LOC102724543
3925,FLCN
3926,COPS3
3927,NT5M
3928,RAI1
3929,SREBF1
3930,TOM1L2
3931,GID4
3932,DRG2
3933,MYO15A
3934,LLGL1
3935,FLII
3936,TOP3A
3937,LOC101928729
3938,LGALS9C
3939,CCDC144B
3940,SLC5A10
3941,MFAP4
3942,AKAP10
3943,SPECC1
3944,CCDC144CP
3945,LGALS9B
3946,KRT16P3
3947,USP22
3948,DHRS7B
3949,MAP2K3
3950,KCNJ12
3951,KCNJ18
3952,LGALS9
3953,NOS2
3954,NLK
3955,TNFAIP1
3956,POLDIP2
3957,SLC13A2
3958,SPAG5
3959,KIAA0100
3960,SUPT6H
3961,PROCA1
3962,RAB34
3963,TLCD1
3964,DHRS13
3965,PHF12
3966,SEZ6
3967,MYO18A
3968,CRYBA1
3969,NUFIP2
3970,TP53I13
3971,GIT1
3972,ANKRD13B
3973,EFCAB5
3974,GOSR1
3975,NF1
3976,RAB11FIP4
3977,UTP6
3978,C17orf75
3979,MYO1D
3980,SPACA3
3981,TMEM132E
3982,LIG3
3983,RFFL
3984,NLE1
3985,SLFN5
3986,AP2B1
3987,GAS2L2
3988,CCL5
3989,TBC1D3B
3990,CCL3L3
3991,TBC1D3H
3992,TBC1D3F
3993,MYO19
3994,TADA2A
3995,LOC102723595
3996,LOC101060351
3997,LOC102723732
3998,LOC102723836
3999,TBC1D3C
4000,LOC102723851
4001,TBC1D3
4002,LOC102723943
4003,MRPL45
4004,GPR179
4005,ARHGAP23
4006,SRCIN1
4007,MLLT6
4008,LASP1
4009,RPL19
4010,GRB7
4011,IKZF3
4012,THRA
4013,MSL1
4014,RAPGEFL1
4015,CDC6
4016,RARA
4017,TOP2A
4018,SMARCE1
4019,KRT26
4020,KRTAP4-6
4021,KRTAP4-2
4022,KRTAP9-2
4023,KRT35
4024,KRT36
4025,KRT13
4026,KRT17
4027,JUP
4028,FKBP10
4029,DNAJC7
4030,ZNF385C
4031,DHX58
4032,KAT2A
4033,RAB5C
4034,KCNH4
4035,HCRT
4036,GHDC
4037,STAT5B
4038,ATP6V0A1
4039,HSD17B1
4040,COASY
4041,FAM134C
4042,TUBG1
4043,TUBG2
4044,PLEKHH3
4045,CCR10
4046,CNTNAP1
4047,VPS25
4048,WNK4
4049,BECN1
4050,AOC3
4051,RUNDC1
4052,IFI35
4053,RND2
4054,BRCA1
4055,TMEM106A
4056,DHX8
4057,ETV4
4058,C17orf105
4059,CD300LG
4060,NAGS
4061,HDAC5
4062,ASB16
4063,TMUB2
4064,ATXN7L3
4065,SLC4A1
4066,ITGA2B
4067,C17orf104
4068,EFTUD2
4069,CCDC103
4070,GFAP
4071,KIF18B
4072,PLCD3
4073,HEXIM2
4074,PLEKHM1
4075,LOC102724345
4076,LOC644172
4077,CRHR1
4078,SPPL2C
4079,MAPT
4080,ARL17A
4081,WNT9B
4082,GOSR2
4083,MRPL45P2
4084,TBKBP1
4085,OSBPL7
4086,SP6
4087,LOC101060400
4088,HOXB13
4089,ATP5G1
4090,UBE2Z
4091,SNF8
4092,B4GALNT2
4093,PHOSPHO1
4094,ZNF652
4095,DLX3
4096,ITGA3
4097,COL1A1
4098,XYLT2
4099,EME1
4100,ACSF2
4101,MYCBPAP
4102,EPN3
4103,CACNA1G
4104,ABCC3
4105,C17orf112
4106,KIF2B
4107,COX11
4108,COIL
4109,SCPEP1
4110,MSI2
4111,SRSF1
4112,EPX
4113,LPO
4114,BZRAP1
4115,RNF43
4116,SEPT4
4117,RP11-112H10.4
4118,PPM1E
4119,CLTC
4120,TUBD1
4121,TBC1D3P1-DHX40P1
4122,TBX2
4123,TBX4
4124,TBC1D3P2
4125,METTL2A
4126,MRC2
4127,ACE
4128,KCNH6
4129,STRADA
4130,PSMC5
4131,SMARCD2
4132,CD79B
4133,PECAM1
4134,CEP95
4135,PLEKHM1P
4136,RGS9
4137,AXIN2
4138,CEP112
4139,PRKCA
4140,BPTF
4141,LINC00674
4142,ABCA9
4143,ABCA6
4144,ABCA10
4145,MAP2K6
4146,SLC39A11
4147,SSTR2
4148,C17orf80
4149,SDK2
4150,KIF19
4151,GPR142
4152,LOC100130520
4153,SLC9A3R1
4154,NAT9
4155,OTOP3
4156,SLC16A5
4157,NT5C
4158,HN1
4159,MRPS7
4160,MIF4GD
4161,GRB2
4162,TSEN54
4163,SMIM5
4164,RECQL5
4165,ITGB4
4166,UNK
4167,UNC13D
4168,FOXJ1
4169,RNF157
4170,QRICH2
4171,AANAT
4172,MGAT5B
4173,TNRC6C
4174,TMC6
4175,SYNGR2
4176,TK1
4177,TMEM235
4178,DNAH17-AS1
4179,USP36
4180,LOC100653515
4181,LGALS3BP
4182,C1QTNF1
4183,ENGASE
4184,RBFOX3
4185,CCDC40
4186,GAA
4187,CARD14
4188,SGSH
4189,SLC26A11
4190,RNF213
4191,ENDOV
4192,RPTOR
4193,BAIAP2
4194,AATK
4195,AZI1
4196,ENTHD2
4197,SLC38A10
4198,BAHCC1
4199,C17orf70
4200,TSPAN10
4201,HGS
4202,SLC25A10
4203,GCGR
4204,ARHGDIA
4205,ASPSCR1
4206,LRRC45
4207,DUS1L
4208,FASN
4209,CSNK1D
4210,SECTM1
4211,TEX19
4212,OGFOD3
4213,LOC102723820
4214,FN3KRP
4215,ZNF750
4216,ADCYAP1
4217,EMILIN2
4218,DLGAP1
4219,EPB41L3
4220,LOC101927188
4221,LAMA1
4222,PTPRM
4223,SOGA2
4224,RALBP1
4225,PPP4R1
4226,APCDD1
4227,PIEZO2
4228,ANKRD62
4229,TUBB6
4230,SPIRE1
4231,CEP192
4232,MC2R
4233,GREB1L
4234,ABHD3
4235,GATA6
4236,RBBP8
4237,LAMA3
4238,TTC39C
4239,CABYR
4240,DSC1
4241,DSG4
4242,B4GALT6
4243,TRAPPC8
4244,ASXL3
4245,ZNF397
4246,ZNF24
4247,SLC39A6
4248,ELP2
4249,MOCOS
4250,FHOD3
4251,CELF4
4252,PIK3C3
4253,SETBP1
4254,SLC14A2
4255,SLC14A1
4256,SIGLEC15
4257,EPG5
4258,LOXHD1
4259,PIAS2
4260,MYO5B
4261,MBD1
4262,SMAD4
4263,DCC
4264,WDR7
4265,SEC11C
4266,CDH20
4267,KIAA1468
4268,TNFRSF11A
4269,CCDC102B
4270,RTTN
4271,FAM69C
4272,ZNF516
4273,LOC101927989
4274,ZNF236
4275,MBP
4276,GALR1
4277,KCNG2
4278,ADNP2
4279,PPAP2C
4280,FSTL3
4281,PTBP1
4282,ELANE
4283,MED16
4284,GRIN3B
4285,ABCA7
4286,HMHA1
4287,POLR2E
4288,SBNO2
4289,MIDN
4290,CIRBP
4291,NDUFS7
4292,DAZAP1
4293,RPS15
4294,APC2
4295,PCSK4
4296,PLK5
4297,UQCR11
4298,TCF3
4299,ONECUT3
4300,ATP8B3
4301,AP3D1
4302,DOT1L
4303,TMPRSS9
4304,LMNB2
4305,THOP1
4306,TLE6
4307,NFIC
4308,FZR1
4309,GIPC3
4310,TJP3
4311,MATK
4312,ATCAY
4313,EEF2
4314,MAP2K2
4315,CREB3L3
4316,CCDC94
4317,STAP2
4318,MPND
4319,SH3GL1
4320,UBXN6
4321,HDGFRP2
4322,PLIN5
4323,TICAM1
4324,UHRF1
4325,KDM4B
4326,PTPRS
4327,SAFB
4328,LONP1
4329,FUT6
4330,FUT5
4331,RFX2
4332,MLLT1
4333,SLC25A41
4334,SLC25A23
4335,CD70
4336,C3
4337,SH2D3A
4338,VAV1
4339,ARHGEF18
4340,ZNF358
4341,PNPLA6
4342,CAMSAP3
4343,STXBP2
4344,FCER2
4345,FLJ22184
4346,TIMM44
4347,FBN3
4348,MARCH2
4349,ADAMTS10
4350,OR2Z1
4351,MUC16
4352,ZNF317
4353,ZNF561
4354,PIN1
4355,OLFM2
4356,COL5A3
4357,ANGPTL6
4358,DNMT1
4359,S1PR2
4360,MRPL4
4361,ZGLP1
4362,RAVER1
4363,TYK2
4364,CDC37
4365,PDE4A
4366,ATG4D
4367,ILF3
4368,QTRT1
4369,DNM2
4370,TMED1
4371,C19orf38
4372,SPC24
4373,KANK2
4374,TMEM205
4375,LPPR2
4376,EPOR
4377,RGL3
4378,PRKCSH
4379,CNN1
4380,ZNF439
4381,ZNF844
4382,ZNF136
4383,ZNF490
4384,WDR83OS
4385,WDR83
4386,BEST2
4387,MAST1
4388,CALR
4389,DAND5
4390,NFIX
4391,CACNA1A
4392,CCDC130
4393,C19orf57
4394,CC2D1A
4395,PODNL1
4396,IL27RA
4397,PALM3
4398,C19orf67
4399,LPHN1
4400,PKN1
4401,EMR2
4402,OR7C2
4403,CCDC105
4404,OR1I1
4405,NOTCH3
4406,AKAP8
4407,WIZ
4408,RASAL3
4409,PGLYRP2
4410,CYP4F12
4411,CYP4F24P
4412,CYP4F2
4413,LOC101929300
4414,HSH2D
4415,AP1M1
4416,EPS15L1
4417,CHERP
4418,SLC35E1
4419,SIN3B
4420,CPAMD8
4421,MYO9B
4422,USHBP1
4423,BABAM1
4424,BST2
4425,MVB12A
4426,FAM129C
4427,MAP1S
4428,JAK3
4429,SLC5A5
4430,MAST3
4431,MPV17L2
4432,KIAA1683
4433,ISYNA1
4434,ELL
4435,FKBP8
4436,KLHL26
4437,CRTC1
4438,COMP
4439,SUGP2
4440,ARMC6
4441,TMEM161A
4442,RFXANK
4443,NCAN
4444,TM6SF2
4445,SUGP1
4446,MAU2
4447,GATAD2A
4448,YJEFN3
4449,CILP2
4450,PBX4
4451,GMIP
4452,ATP13A1
4453,ZNF14
4454,ZNF737
4455,ZNF708
4456,ZNF728
4457,ZNF536
4458,ANKRD27
4459,NUDT19
4460,SLC7A9
4461,CEP89
4462,WDR88
4463,LRP3
4464,SLC7A10
4465,LSM14A
4466,KIAA0355
4467,GPI
4468,SCN1B
4469,FXYD3
4470,FXYD5
4471,FAM187B
4472,MAG
4473,KRTDAP
4474,DMKN
4475,HAUS5
4476,KMT2B
4477,C19orf55
4478,NPHS1
4479,KIRREL2
4480,LRFN3
4481,SYNE4
4482,CLIP3
4483,WDR62
4484,CAPNS1
4485,ZNF568
4486,WDR87
4487,RYR1
4488,MAP4K1
4489,ACTN4
4490,CAPN12
4491,HNRNPL
4492,RINL
4493,SIRT2
4494,CCER2
4495,SARS2
4496,MRPS12
4497,LRFN1
4498,GMFG
4499,SAMD4B
4500,PAF1
4501,PLEKHG2
4502,SUPT5H
4503,TIMM50
4504,DLL3
4505,FBL
4506,FCGBP
4507,PSMC4
4508,MAP3K10
4509,PLD3
4510,HIPK4
4511,PRX
4512,SERTAD3
4513,SPTBN4
4514,LTBP4
4515,ITPKC
4516,SNRPA
4517,CYP2B6
4518,AXL
4519,CCDC97
4520,TGFB1
4521,EXOSC5
4522,BCKDHA
4523,ATP5SL
4524,ARHGEF1
4525,ATP1A3
4526,GRIK5
4527,POU2F2
4528,CIC
4529,MEGF8
4530,CNFN
4531,PSG8
4532,PSG11
4533,PSG9
4534,XRCC1
4535,PLAUR
4536,SMG9
4537,ZNF112
4538,CEACAM19
4539,BCL3
4540,BCAM
4541,GEMIN7
4542,PPP1R37
4543,TRAPPC6A
4544,CD3EAP
4545,ERCC1
4546,PPM1N
4547,VASP
4548,OPA3
4549,GIPR
4550,FBXO46
4551,DMPK
4552,DMWD
4553,SYMPK
4554,IRF2BP1
4555,HIF3A
4556,CCDC8
4557,PPP5D1
4558,ARHGAP35
4559,NAPA
4560,ZNF541
4561,EHD2
4562,TPRX1
4563,CRX
4564,LIG1
4565,CCDC114
4566,GRIN2D
4567,LMTK3
4568,FAM83E
4569,RPL18
4570,SPHK2
4571,DBP
4572,CA11
4573,NTN5
4574,PPP1R15A
4575,BAX
4576,FTL
4577,GYS1
4578,RUVBL2
4579,LOC101059948
4580,CGB7
4581,KCNA7
4582,PPFIA3
4583,TRPM4
4584,SLC6A16
4585,SLC17A7
4586,RPS11
4587,PRRG2
4588,RRAS
4589,SCAF1
4590,CPT1C
4591,TSKS
4592,MED25
4593,AKT1S1
4594,TBC1D17
4595,ATF5
4596,VRK3
4597,LOC100287477
4598,MYH14
4599,POLD1
4600,SHANK1
4601,C19orf48
4602,KLK2
4603,KLK5
4604,KLK9
4605,KLK10
4606,SIGLEC9
4607,IGLON5
4608,SIGLEC10
4609,SIGLEC5
4610,SIGLEC14
4611,SPACA6P
4612,HAS1
4613,ZNF350
4614,ZNF615
4615,ERVV-1
4616,ERVV-2
4617,PRKCG
4618,CACNG7
4619,OSCAR
4620,CNOT3
4621,TMC4
4622,MBOAT7
4623,LILRB3
4624,LILRA6
4625,LILRA5
4626,LAIR1
4627,LENG8
4628,LAIR2
4629,LILRB4
4630,KIR2DL3
4631,KIR2DL1
4632,KIR2DL4
4633,KIR3DL1
4634,KIR3DL2
4635,NLRP2
4636,EPS8L1
4637,TNNT1
4638,LOC101930593
4639,DNAAF3
4640,TMEM86B
4641,PPP6R1
4642,HSPBP1
4643,BRSK1
4644,SUV420H2
4645,IL11
4646,UBE2S
4647,ISOC2
4648,SBK2
4649,ZNF524
4650,ZNF581
4651,CCDC106
4652,EPN1
4653,NLRP11
4654,NLRP5
4655,ZNF471
4656,ZFP28
4657,ZNF460
4658,ZNF304
4659,ZNF772
4660,ZNF419
4661,ZNF773
4662,ZNF416
4663,ZIK1
4664,ZNF530
4665,ZNF551
4666,ZNF671
4667,ZNF587B
4668,ZNF814
4669,ZSCAN1
4670,ZNF8
4671,A1BG
4672,ZNF584
4673,CHMP2A
4674,UBE2M
4675,NRSN2
4676,RBCK1
4677,TBC1D20
4678,CSNK2A1
4679,PSMF1
4680,NSFL1C
4681,STK35
4682,TGM6
4683,ZNF343
4684,TMC2
4685,NOP56
4686,EBF4
4687,VPS16
4688,PTPRA
4689,LZTS3
4690,DDRGK1
4691,ATRN
4692,ADAM33
4693,CDC25B
4694,SMOX
4695,RASSF2
4696,PROKR2
4697,C20orf196
4698,TRMT6
4699,HAO1
4700,PLCB1
4701,MIR6870
4702,ISM1
4703,BFSP1
4704,BANF2
4705,CSRP2BP
4706,DZANK1
4707,RBBP9
4708,C20orf26
4709,NKX2-4
4710,CST9
4711,CST4
4712,CST5
4713,SYNDIG1
4714,APMAP
4715,ABHD12
4716,ZNF337
4717,DEFB115
4718,REM1
4719,ID1
4720,TPX2
4721,MYLK2
4722,XKR7
4723,PLAGL2
4724,KIF3B
4725,LOC100996873
4726,ASXL1
4727,C20orf112
4728,MAPRE1
4729,LOC101928282
4730,BPIFB4
4731,BPIFA1
4732,BPIFB1
4733,CBFA2T2
4734,NECAB3
4735,E2F1
4736,ZNF341
4737,MAP1LC3A
4738,PIGU
4739,TP53INP2
4740,NCOA6
4741,GGT7
4742,ACSS2
4743,GSS
4744,MYH7B
4745,CEP250
4746,ERGIC3
4747,CPNE1
4748,CNBD2
4749,EPB41L1
4750,SLA2
4751,NDRG3
4752,SOGA1
4753,SAMHD1
4754,MROH8
4755,RPN2
4756,SRC
4757,LBP
4758,RALGAPB
4759,ARHGAP40
